AndroidSQLLiteOrm§ QueryParserTest.java§         final String input = "select * from Person where [firstName] = ? and [age] < ?";
AndroidSQLLiteOrm§ QueryParserTest.java§         final String expected = "select * from Person where FIRST_NAME = ? and AGE < ?";
AndroidSQLLiteOrm§ QueryParserTest.java§         final String input = "select * from Person where [Person.firstName] = ?";
AndroidSQLLiteOrm§ QueryParserTest.java§         final String expected = "select * from Person where FIRST_NAME = ?";
AndroidSQLLiteOrm§ QueryParserTest.java§         final String input = "select * from Person where [Person.firstName] = ? and [Person.age] < ?";
AndroidSQLLiteOrm§ QueryParserTest.java§         final String expected = "select * from Person where FIRST_NAME = ? and AGE < ?";
AndroidSQLLiteOrm§ QueryParserTest.java§         final String input = "select * from Person where [abcdef] = ?";
AndroidSQLLiteOrm§ QueryParserTest.java§         final String input = "select * from Person where [age] = ?";
AndroidSQLLiteOrm§ QueryParserTest.java§         final String input = "select * from Person where [Address.age] = ?";
AndroidSQLLiteOrm§ QueryParserTest.java§         final String input = "select * from Person p, Address a where p.[lastName] = ? and p.[Person.id]=a.[Address.person]";
AndroidSQLLiteOrm§ QueryParserTest.java§         final String expected = "select * from Person p, Address a where p.LAST_NAME = ? and p.PERSON_ID=a.PERSON_ID";
AndroidSQLLiteOrm§ QueryParserTest.java§         final String input = "select * from Person p, Address a where p.[Person]=a.[Address.person]";
AndroidSQLLiteOrm§ QueryParserTest.java§         final String expected = "select * from Person p, Address a where p.PERSON_ID=a.PERSON_ID";
AussieWeatherRadar§ AussieWeatherRadar.java§ 		// have the user select a station on the map first if they
Android-File-Manager§ EventHandler.java§ 	 * Indicates whether the user wants to select 
Android-File-Manager§ EventHandler.java§ 	 * This private method is used to display options the user can select when
Android-File-Manager§ Main.java§     	 * If the user has multi-select on, we just need to record the file
Agot-Java§ ConnectionCreate.java§      * Main program begins here. Asks the user to select the map then runs the
Agot-Java§ PolygonGrabber.java§ 	 * Asks the user to select the map then runs the
ATReference§ ArchDescriptionNamesFields.java§      * user tries to select the empty function it can be reset
Aion-Extreme§ CM_TARGET_SELECT.java§  * If client want's to select target - d is object id.<br>
Aion-Extreme§ CM_TARGET_SELECT.java§ 	 * Target object id that client wants to select or 0 if wants to unselect
AP2DX§ Cache_JMockit_Test.java§    // abstraction (separated interface), AND client code is expected to be able to select or switch between such
ACLS-protocol-library§ AccountRequest.java§  * requests select the account that the user is going to use from the list
ACLS-protocol-library§ LoginResponse.java§  * the logged in user's name and organization, a list of accounts to select from,
ACLS-protocol-library§ LoginResponse.java§      * @return a list of the accounts that the user can select from for
Assignment-6-Project§ DayScrollPane.java§  *allows the user to select an event and either edit or delete that event
AllBinary-Platform§ AuthenticationTag.java§                     if(userName==null || userName.compareTo("")==0)
AllBinary-Platform§ AuthenticationTag.java§                     if(sessionUserName==null || sessionUserName.compareTo("")==0)
AllBinary-Platform§ AuthenticationTag.java§                     if ((userName == null || userName.compareTo("") == 0)
AllBinary-Platform§ AuthenticationTag.java§                         if (userName != null && userName.compareTo("") != 0 && password != null && password.compareTo("") != 0)
AllBinary-Platform§ AuthenticationHelper.java§             if (userName != null && userName.compareTo(StringUtil.getInstance().EMPTY_STRING) != 0
AllBinary-Platform§ AuthenticationHelper.java§                 if(this.role.compareTo(UserRoleData.INSTALLER)!=0)
AllBinary-Platform§ AuthenticationHelper.java§                 if (login.compareTo(allbinary.globals.GLOBALS.LOGINSUCCESS) == 0)
AllBinary-Platform§ AuthenticationRequestHelper.java§          if(userInterface.getMainEmail().compareTo(email) != 0)
AllBinary-Platform§ AuthenticationRequestHelper.java§                userInterface.getSecondaryEmail().compareTo(email) != 0)
AllBinary-Platform§ AuthenticationRequestHelper.java§          if(login.compareTo(allbinary.globals.GLOBALS.LOGINSUCCESS)==0)
AllBinary-Platform§ InstallerInfo.java§       if(this.userName != null && this.userName.compareTo(userName)==0 &&
AllBinary-Platform§ BasicUserRole.java§          if(role.compareTo(userRole.toString()) == 0)
AllBinary-Platform§ FileAuthenticationTag.java§             if (userName != null && userName.compareTo(StringUtil.getInstance().EMPTY_STRING) != 0 && password != null && password.compareTo(StringUtil.getInstance().EMPTY_STRING) != 0)
AllBinary-Platform§ FileAuthenticationTag.java§                 if (login.compareTo(allbinary.globals.GLOBALS.LOGINSUCCESS) == 0)
AllBinary-Platform§ FileAuthenticationTag.java§                     if(userName==null || userName.compareTo("")==0)
AllBinary-Platform§ FileAuthenticationTag.java§                     if(sessionUserName==null || sessionUserName.compareTo("")==0)
AllBinary-Platform§ FileAuthenticationTag.java§                     if ((userName == null || userName.compareTo("") == 0)
AllBinary-Platform§ FileAuthenticationTag.java§                         if (userName != null && userName.compareTo(StringUtil.getInstance().EMPTY_STRING) != 0
AllBinary-Platform§ UserRoleB.java§             if(role.compareTo(userRole.toString()) == 0)
AllBinary-Platform§ AddValidationUserView.java§             stringBuffer.append("The User Name you selected is already in use.<br/>  Please select another User Name.<br />");
AllBinary-Platform§ AddValidationUserView.java§             stringBuffer.append("The User Name you selected is already in use.<br/>  Please select another User Name.<br />");
AllBinary-Platform§ UserEntity.java§          if(this.login(userName,password).compareTo(allbinary.globals.GLOBALS.LOGINSUCCESS)==0)
AllBinary-Platform§ UserEntity.java§             isUserNameAndPasswordCorrect = result.compareTo(new SuperCrypt(new Integer(encryption).intValue()).encrypt(password));
AllBinary-Platform§ StoreFront.java§             || columnName.compareTo(UserData.MAINEMAIL) == 0)
AllBinary-Platform§ AbeClientLicense.java§      * if(isNew.compareTo(AbeClientInformation.ISNEW)==0) return true; else
ActionBarSherlock§ LoaderCursorSupport.java§             String select = "((" + People.DISPLAY_NAME + " NOTNULL) AND ("
Archimedes§ FilletCommand.java§      *            The point clicked by the user to select the first element
Archimedes§ FilletCommand.java§      *            The point clicked by the user to select the second element
AgendaNortev§ DadosPessoaisDAO.java§     private final String selectSQL = "select * from DadosPessoais where id = 1";
Artemis§ EditMenu.java§       // reset the select so that the user can see what it was
Artemis§ SelectMenu.java§    *  Warn if the user tries to select more than this number of features.
Anki-Android-Test§ SyncTestCase.java§ 		assertTrue(((String)client.sync()[0]).compareTo("noChanges") == 0);
Anki-Android-Test§ SyncTestCase.java§ 		assertTrue(((String)client.sync()[0]).compareTo("fullSync") == 0);
Anki-Android-Test§ SyncTestCase.java§ 		assertTrue(((String)client.sync()[0]).compareTo("success") == 0);
Anki-Android-Test§ SyncTestCase.java§ 		assertTrue(((String)client.sync()[0]).compareTo("noChanges") == 0);
Anki-Android-Test§ SyncTestCase.java§ 		assertTrue(((String)client.sync()[0]).compareTo("success") == 0);
Anki-Android-Test§ SyncTestCase.java§ 		assertTrue(((String)client.sync()[0]).compareTo("success") == 0);
Anki-Android-Test§ SyncTestCase.java§ 			assertTrue(((String)client.sync()[0]).compareTo("success") == 0);
Anki-Android-Test§ SyncTestCase.java§ 			assertTrue(((String)client.sync()[0]).compareTo("fullSync") == 0);
Anki-Android-Test§ SyncTestCase.java§ 		assertTrue(((String)client.sync()[0]).compareTo("success") == 0);
Anki-Android-Test§ SyncTestCase.java§ 		assertTrue(((String)client.sync()[0]).compareTo("success") == 0);
Anki-Android-Test§ SyncTestCase.java§ 		assertTrue(((String)client.sync()[0]).compareTo("success") == 0);
Anki-Android-Test§ SyncTestCase.java§ 			assertTrue(((String)client.sync()[0]).compareTo("success") == 0);
Anki-Android-Test§ SyncTestCase.java§ 		assertTrue(((String)client.sync()[0]).compareTo("success") == 0);
Anki-Android-Test§ SyncTestCase.java§ 		assertTrue(((String)client.sync()[0]).compareTo("success") == 0);
Anki-Android-Test§ SyncTestCase.java§ 		assertTrue(((String)client.sync()[0]).compareTo("success") == 0);
Anki-Android-Test§ SyncTestCase.java§ 			assertTrue(((String)client.sync()[0]).compareTo("success") == 0);
Anki-Android-Test§ SyncTestCase.java§ 			assertTrue(((String)client.sync()[0]).compareTo("success") == 0);
Anki-Android-Test§ SyncTestCase.java§         assertTrue(((String)client2.sync()[0]).compareTo("noChanges") == 0);
Anki-Android-Test§ SyncTestCase.java§             assertTrue(((String)client2.sync()[0]).compareTo("success") == 0);
Anki-Android-Test§ SyncTestCase.java§         assertTrue(((String)client.sync()[0]).compareTo("success") == 0);
Anki-Android-Test§ SyncTestCase.java§         assertTrue(((String)client2.sync()[0]).compareTo("success") == 0);
AusyPlay§ BookCtrl.java§ 						connectedUserBooks).addOrderByCondition("book.number")
AusyPlay§ SerieCtrl.java§ 		List<Serie> userSeries = Serie.find("select distinct s " +
AusyPlay§ SerieCtrl.java§ 				"where ob.owner.id = (:userId) order by s.name")
AusyPlay§ SerieCtrl.java§ 		List<Book> booksInSerieForUser = Serie.find("select bb from OwnedBook ob join ob.baseBook bb join bb.serie s " +
AusyPlay§ SerieCtrl.java§ 		"where s = (:serie) and ob.owner.id = (:userId) order by bb.number")
AusyPlay§ JPQLHelper.java§ 	 * Adds the order by condition. You don't need to specify "order by" in your statement, just set "user.name" for instance.
BroadleafCommerce§ AdminExporter.java§      * The friendly name of this exporter to display to the user to select from
BroadleafCommerce§ ProductOption.java§      * Gets the available values that a user can select for this ProductOption.
BroadleafCommerce§ FulfillmentOption.java§      * Set the display name for this option that will be shown to the user to select from
BroadleafCommerce§ FulfillmentOption.java§      * Sets the long description for this option to show to the user when they select an option
BroadleafCommerce§ FulfillmentPricingProvider.java§      * @param option - the candidate option a user might select based on the estimate
BroadleafCommerce§ AdminPresentationMap.java§      * <p>Optional - only required when the user should select from a list of pre-defined
BroadleafCommerce§ AdminPresentationMap.java§      * <p>Specify the keys available for the user to select from</p>
BroadleafCommerce§ AdminPresentationMap.java§      * <p>Optional - only required when the user should select from a list of database
BroadleafCommerce§ AdminPresentationMap.java§      * <p>Optional - only required when the user should select from a list of database
BroadleafCommerce§ AdminPresentationMap.java§      * <p>Optional - only required when the user should select from a list of database
BitNomen§ ContentExplorer.java§ 						Log.fine("the user did not select a file");
BitNomen§ GroupManagerGUI.java§ 	 * Display the basic view in which the user can select a group to edit.
BitNomen§ UserSelector.java§ 		pleaseSelect.setText("Please select a user: ");
Bianca§ PostgresModule.java§       // to the client what table maps to a particular select item
BitMate§ NonBlockingReadWriteService.java§       			write_selector.resumeSelects( client.getSocketChannel() );  //we need to resume since write selects are auto-paused after select op
BitMate§ PiecePickerImpl.java§ 	/** user select prioritize first/last */
BitMate§ SelectableSpeedMenu.java§         	if (value < 5) {continue;} // Don't allow the user to easily select slow speeds.
BitMate§ ClientStatsView.java§ 				Arrays.sort(stats, new Comparator<ClientStatsDataSource>() {
BitMate§ ClientStatsView.java§ 					public int compare(ClientStatsDataSource o1, ClientStatsDataSource o2) {
BitMate§ ClientStatsView.java§ 				Arrays.sort(stats, new Comparator<ClientStatsDataSource>() {
BitMate§ ClientStatsView.java§ 					public int compare(ClientStatsDataSource o1, ClientStatsDataSource o2) {
BitMate§ ClientStatsView.java§ 				Arrays.sort(stats, new Comparator<ClientStatsDataSource>() {
BitMate§ ClientStatsView.java§ 					public int compare(ClientStatsDataSource o1, ClientStatsDataSource o2) {
BitMate§ ClientStatsView.java§ 				Arrays.sort(stats, new Comparator<ClientStatsDataSource>() {
BitMate§ ClientStatsView.java§ 					public int compare(ClientStatsDataSource o1, ClientStatsDataSource o2) {
BitMate§ TableViewSWTImpl.java§ 		// Deselect rows if user clicks on a blank spot (a spot with no row)
BitMate§ TableViewSWTImpl.java§ 	 *                  because of non-created rows when select user selects all
BitMate§ TabbedEntry.java§ 		// ensure show order by user execThreadLater
BitMate§ SideBarEntrySWT.java§ 		// ensure show order by user execThreadLater
BioInvIndex§ DBUnitTest.java§ 				ResultSet rs = stmt.executeQuery ( "select sys_context('USERENV', 'CURRENT_SCHEMA') CURRENT_SCHEMA from dual" );
BasicSearchEngine§ DocumentBrowser.java§  * Generate Index From .OUT File - This will allow the user to select a .OUT file to generate the index. When dealing with large files, this operation could 
BoofCV§ VisualizeScorePanel.java§  * Let's the user select which score type to use.
BoofCV§ VisualizeRegionDescriptionApp.java§  *  Allows the user to select a point and show the description of the region at that point
BoofCV§ UtilIO.java§ 	 * Opens up a dialog box asking the user to select a file.  If the user cancels
BoofCV§ SelectAlgorithmPanel.java§  * Provides a pull down list form which the user can select which algorithm to run.  After
BoofCV§ SelectRegionDescriptionPanel.java§  * Allows the user to select a point, its size, and orientation.  First the user clicks on a point
Book-Catalogue§ BookEditLoaned.java§  * Users can select a book and, from this activity, select a friend to "loan" the book to.
Book-Catalogue§ GoodreadsSearchResults.java§ 	 * Handle user clicking on a book. This should show editions and allow the user to select a specific edition.
Corisco§ EditGroupForm.java§  * Present the user with the group's current state. The user may select to 
Corisco§ EditGroupForm.java§  * change the group's name, OR search for new epeople / groups to add, OR select 
Corisco§ EditGroupForm.java§         Collections.sort(allMemberEPeopleIDs);
Corisco§ AddBitstreamForm.java§  * user can select the new bitstream's bundle (which is unchangable 
Corisco§ ResetPassword.java§  * Display a reset password form allowing the user to select a new password.
Corisco§ AuthenticatedSelector.java§  * administrators distinct from epersons that select must come first.
Corisco§ CCLicenseStep.java§ 	 * The creative commons URL, where to send the user off to so that they can select a license.
Corisco§ SelectCollectionStep.java§  * Allow the user to select a collection they wish to submit an item to, 
Corisco§ UnclaimTasksAction.java§  * tasks to the general pool for other users to select from.
Corisco§ Composite.java§      * the front end will provide a way for the user to select fields (probably
Corisco§ Composite.java§      * Add a menu input control which allows the user to select from a list of
Corisco§ Composite.java§      * Add a menu input control which allows the user to select from a list of
Corisco§ CheckBox.java§      * the front end will provide a way for the user to select fields (probably
Corisco§ File.java§  * user to select files from there local system to be uploaded to the server.
Corisco§ Field.java§  * file: An input control that allows the user to select files to be submitted
Corisco§ Field.java§  * select: A menu input control which allows the user to select from a list of
Corisco§ Params.java§      * the front end will provide a way for the user to select fields (probably
Corisco§ Radio.java§  * user to select one value among many. If the user selects one value then all
Corisco§ Radio.java§      * the front end will provide a way for the user to select fields (probably
Corisco§ RichTextContainer.java§      * Add an input control that allows the user to select files to be submitted
Corisco§ RichTextContainer.java§      * Add an input control that allows the user to select files to be submitted
Corisco§ RichTextContainer.java§      * Add a menu input control which allows the user to select from a list of
Corisco§ RichTextContainer.java§      * Add a menu input control which allows the user to select from a list of
Corisco§ Select.java§  * the user to select from a list of available options.
Corisco§ Select.java§      * Enable the user to select multiple options.
Corisco§ Select.java§      * Set whether the user is able to select multiple options.
Corisco§ Select.java§      * the front end will provide a way for the user to select fields (probably
Corisco§ TextArea.java§      * the front end will provide a way for the user to select fields (probably
Corisco§ Text.java§      * the front end will provide a way for the user to select fields (probably
Corisco§ SelectCollectionStep.java§         // if the user didn't select a collection,
Corisco§ UploadStep.java§             // Did the user select a format?
Corisco§ SelectGroupTag.java§  * <P>Tag for producing an e-person select widget in a form.  Somewhat
Corisco§ SelectEPersonTag.java§  * Tag for producing an e-person select widget in a form. Somewhat analogous to
Corisco§ SelectEPersonTag.java§             out.print("<table><tr><td colspan=\"2\" align=\"center\"><select multiple=\"multiple\" name=\"eperson_id\" size=\"");
Corisco§ SubmissionController.java§             // Work around for problem where people select "is a thesis", see
Corisco§ JSPUploadStep.java§         // load JSP which allows the user to select a file to upload
Corisco§ JSPUploadStep.java§         // load JSP which allows the user to select a file to upload
Corisco§ JSPSelectCollectionStep.java§             // the "Please select a collection" message to the user
Corisco§ JSPSelectCollectionStep.java§         // if the user didn't select a collection,
CQ2-Sim§ SimstatsExtension.java§ 			powerSpent  = getStats("select sum(amount), userid from PowerspellLog as pspl group by userid order by sum(amount) desc");
CQ2-Sim§ SimstatsExtension.java§ 			powerSpells = getStats("select count(*), userid from PowerspellLog as pspl group by userid order by count(*) desc");
CQ2-Sim§ SimstatsExtension.java§ 			forumPosts  = getStats("select count(*), user from Post as post group by userid order by count(*) desc");
CQ2-Sim§ SimstatsExtension.java§ 			loggedIn    = getStats("select count(*), userid from Simlog as log where log.action = :parameter1 group by userid order by count(*) desc", "LOGIN");
CQ2-Sim§ SimstatsExtension.java§ 			mostSupport = getStats("select sum(amount), fromUser from Support as s group by fromUser order by sum(amount) desc");
CQ2-Sim§ SimstatsExtension.java§ 			leastSupport= getStats("select sum(amount), fromUser from Support as s group by fromUser order by sum(amount) asc");
CQ2-Sim§ SimstatsExtension.java§ 			revealsInserted= getStats("select count(*), user from News as news where news.newsfor = :parameter1 group by userid order by count(*) desc", "Reveal");
CQ2-Sim§ SimstatsExtension.java§ 			traveled    = getStats("select count(*), userid from Simlog as log where log.action = :parameter1 group by userid order by count(*) desc", "TRAVELCALCAUTH");
CQ2-Sim§ SimstatsExtension.java§ 			curses      = getStats("select count(*), user from News as news where news.newsfor = :parameter1 group by userid order by count(*) desc", "Curse");
CQ2-Sim§ SimstatsExtension.java§ 			travelrecord= getStats("select travelgain, user from User as user order by travelgain desc");
CQ2-Sim§ SimstatsExtension.java§ 			raidrecord  = getStats("select raidgain, user from User as user order by raidgain desc");
CQ2-Sim§ SimstatsExtension.java§ 			raidloss    = getStats("select raidloss, user from User as user order by raidloss desc");
CQ2-Sim§ SimstatsExtension.java§ 			oldest		= getStats("SELECT floor((now()-birthday)/10000000000), user FROM User as user where birthday is not null and year(now()) > year(birthday) order by birthday asc");
CQ2-Sim§ SimstatsExtension.java§ 			youngest	= getStats("SELECT floor((now()-birthday)/10000000000), user FROM User as user where birthday is not null and year(now()) > year(birthday) and floor((now()-birthday)/10000000000) > 1 order by birthday desc");
CQ2-Sim§ SimstatsExtension.java§ 			resLost		= getStats("SELECT sum(totalres), user FROM RaidResult as rr where incoming = :parameter1 and totalres > 0 group by userid order by sum(totalres) desc", true);
CQ2-Sim§ SimstatsExtension.java§ 			resWon		= getStats("SELECT sum(totalres), user FROM RaidResult as rr where incoming = :parameter1 and totalres > 0 group by userid order by sum(totalres) desc", false);
CQ2-Sim§ SimstatsExtension.java§ 			gemsWon		= getStats("SELECT count(*), user FROM RaidResult as rr where incoming = :parameter1 and totalgem is not null group by userid order by count(*) desc", false);
CQ2-Sim§ SimstatsExtension.java§ 		Collections.sort(keys, new Comparator<User>() {
CQ2-Sim§ SimstatsExtension.java§ 			public int compare(User left, User right) {
CQ2-Sim§ SimstatsExtension.java§ 		Collections.sort(keys, new Comparator<User>() {
CQ2-Sim§ SimstatsExtension.java§ 			public int compare(User left, User right) {
CQ2-Sim§ PowerspellLog.java§ 			Query q = session.createQuery("select sum(amount), count(*) from PowerspellLog as pspl where pspl.userid = :userid");
CQ2-Sim§ Support.java§ 			Query q = session.createQuery("select sum(amount), count(*) from Support as s where s.fromUser = :user");
CQ2-Sim§ Topic.java§ 				"		select topicID from LastseenTopic as l where l.userID = :userid and l.lasttime >= t.lastedit" +
CQ2-Sim§ UserComparator.java§ 		public int compare(User o1, User o2) {
Crush-Metal-Management§ Test.java§ //    ResultSet rs = stat.executeQuery("select * from people;");
Crush-Metal-Management§ DailyChallanReport.java§         else {// if user select Cash
ClubManagement§ Notifications.java§ 			currentNotificationsQuery="select * from notifications where NotificationId IN (Select NotificationId from notificationmember where MemberId=' "+ login.currentMember.MemberId + "' OR MemberId='0');";
Cooking-to-Goal§ LoginPanel.java§         jLabel2.setText("Please select your user name to login.");
CMPT371Group02§ addUserServ.java§             out.println("<div style=\"color:red;\"> Please select a user type</div>");
CMPT371Group02§ userDAO.java§                 "select * from users where username='"
Clotho-Core§ Collector.java§             //If preference read failed, try asking the user to select an author
Clotho-Core§ Collector.java§      * Use this method to prompt the user to select the current user from a list
Clotho-Core§ Container.java§                 //Throw up a dialog and get user to select the collection stored as 'chosen'
Clotho-Core§ ObjBase.java§      * from which the user can select and press delete to call disposeEverywhere on those
Clotho-Core§ Part.java§      * from which the user can select and press delete to call disposeEverywhere on those
Clotho-Core§ ClothoSaveChooser.java§      * Meant for use in the case where user could select different filefilters
Clotho-Core§ digestMultiple.java§         //Throw up a dialog and get user to select the collection stored as 'chosen'
Clotho-Core§ connectCollectionView.java§         //Throw up a dialog and get user to select the collection stored as 'chosen'
Clotho-Core§ connect.java§         //Throw up a dialog and get user to select the collection stored as 'chosen'
Clotho-Core§ connect.java§         //Throw up a dialog and get user to select the collection stored as 'chosen'
Clotho-Core§ connect.java§         //Throw up a dialog and get user to select the collection stored as 'chosen'
Clotho-Core§ connect.java§         //Throw up a dialog and get user to select the collection stored as 'chosen'
Carolina-Digital-Repository§ UserManagementServiceImpl.java§ 			Collections.sort(users);
Carolina-Digital-Repository§ UserManagementServiceImpl.java§ 			Collections.sort(users);
Carolina-Digital-Repository§ UserManagementServiceImpl.java§ 			Collections.sort(users);
Caronas§ ControleDeAcessoImpl.java§ 			query = "select from " + Usuario.class.getName();
Crazy§ LoginDataIPComparator.java§ 	public int compare(final LoginData o1, final LoginData o2)
Crazy§ LoginDataLastActionComparator.java§ 	public int compare(final LoginData o1, final LoginData o2)
Crazy§ LoginDataNameComparator.java§ 	public int compare(final LoginData o1, final LoginData o2)
Crazy§ OnlineDataLastLoginComperator.java§ 		return o1.getLastLogin().compareTo(o2.getLastLogin());
Crazy§ OnlineDataFirstLoginComperator.java§ 		return o1.getFirstLogin().compareTo(o2.getFirstLogin());
Conf4you§ ConferencesUsersDao.java§ 					"select cu from  ConferencesUsers cu where cu.conference = :conf")
Conf4you§ ConferencesUsersDao.java§ 					"select cu from  ConferencesUsers cu join fetch cu.user user where cu.conference = :conf and user.lastLogin >= :loginDate ")
Conf4you§ ConferencesUsersDao.java§ 			query = "select cu from ConferencesUsers cu left join fetch cu.conference conf where cu.user = :user and conf.endDate >= :now";
Conf4you§ ConferencesUsersDao.java§ 			query = "select cu from  ConferencesUsers cu where cu.user = :user";
Conf4you§ ConferencesUsersDao.java§ 		String query = "select conf from ConferencesUsers cu left join cu.conference conf where cu.user = :user and cu.userRole = :userRole and conf.endDate >= :now";
Conf4you§ ConferencesUsersDao.java§ 		String query = "select conf from ConferencesUsers cu left join cu.conference conf where cu.user = :user and and conf.endDate >= :now";
Conf4you§ ConferencesUsersDao.java§ 					"select cu from  ConferencesUsers cu where cu.conference = :conf and cu.userRole = :userRole")
Conf4you§ ConferencesUsersDao.java§ 					"select cu from  ConferencesUsers cu where cu.conference = :conf and cu.user = :user")
Conf4you§ ConferencesUsersDao.java§ 					"select u from User u where u.admin != 1 and not exists (select 1 from ConferencesUsers cu where cu.user = u and cu.conference = :conf)")
Conf4you§ ConferencesUsersDao.java§ 					"select cu from  ConferencesUsers cu where cu.user = :user")
Conf4you§ ConferencesUsersDao.java§ 					query.append(" where c.active = 1 and exists (select 1 from ConferencesUsers cu where cu.user = :user and cu.conference = c and (cu.userRole = 3 or cu.userRole = 4)) order by c.startDate");
Conf4you§ ConferencesUsersDao.java§ 					query.append(" and exists (select 1 from ConferencesUsers cu where cu.user = :user and cu.conference = c and (cu.userRole = 3 or cu.userRole = 4)) order by c.startDate");
Conf4you§ ConferencesUsersDao.java§ 					"select cu.user from  ConferencesUsers cu where cu.conference = :conf and cu.userRole = :userRole")
Conf4you§ ConferencesUsersDao.java§ 					"select cu.userRole from  ConferencesUsers cu where cu.conference = :conf and cu.user = :user")
Conf4you§ ConferencesUsersDao.java§ 					"select cu.user from  ConferencesUsers cu where cu.conference = :conf and cu.attendanceStatus = :attendanceStatus")
